MOSTYPE,MAANTHUI,MGEMOMV,MGEMLEEF,MOSHOOFD,MGODRK,MGODPR,MGODOV,MGODGE,MRELGE,MRELSA,MRELOV,MFALLEEN,MFGEKIND,MFWEKIND,MOPLHOOG,MOPLMIDD,MOPLLAAG,MBERHOOG,MBERZELF,MBERBOER,MBERMIDD,MBERARBG,MBERARBO,MSKA,MSKB1,MSKB2,MSKC,MSKD,MHHUUR,MHKOOP,MAUT1,MAUT2,MAUT0,MZFONDS,MZPART,MINKM30,MINK3045,MINK4575,MINK7512,MINK123M,MINKGEM,MKOOPKLA,PWAPART,PWABEDR,PWALAND,PPERSAUT,PBESAUT,PMOTSCO,PVRAAUT,PAANHANG,PTRACTOR,PWERKT,PBROM,PLEVEN,PPERSONG,PGEZONG,PWAOREG,PBRAND,PZEILPL,PPLEZIER,PFIETS,PINBOED,PBYSTAND,AWAPART,AWABEDR,AWALAND,APERSAUT,ABESAUT,AMOTSCO,AVRAAUT,AAANHANG,ATRACTOR,AWERKT,ABROM,ALEVEN,APERSONG,AGEZONG,AWAOREG,ABRAND,AZEILPL,APLEZIER,AFIETS,AINBOED,ABYSTAND,CARAVAN,MOSTYPE_label,MGEMLEEF_label,MOSHOOFD_label,MGODRK_label,MGODPR_label,MGODOV_label,MGODGE_label,PWAPART_label,PWABEDR_label,PWALAND_label
9,1.0,3.0,3,3,1,3,2,4, 7.0 ,1.0,2.0,2.0,3.0,5.0,1.0,7.0,1.0,4.0,0.0,0.0,5.0,1.0,1.0,2.0,3.0,4.0,1.0,0.0,6.0,3.0,7.0,1.0,2.0,4.0,5.0,3.0,4.0,3.0,1.0,0.0,3.0,4.0,2,0,0,5.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0, 1.0 ,0.0,0.0,1.0,0.0,0.0,0.0, 0.0 ,0.0,0.0, 0.0 ,0.0,0.0,0.0, 0.0 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Modern, complete families",40-50 years,Average Family,1 - 10%,24 - 36%,11 - 23%,37 - 49%,f 50 – 99,f 0,f 0
33,1.0,2.0,3,8,1,4,1,4,6.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,5.0,1.0,1.0,0.0,3.0,2.0,4.0,1.0,2.0,2.0, 5.0 ,1.0,338.0,4.0,6.0,1.0,3.0,7.0,2.0,3.0,4.0,3.0,1.0,0.0,3.0,3.0,0,0,0,6.0, 0.0 ,0.0,0.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lower class large families,40-50 years,Family with grown ups,1 - 10%,37 - 49%,1 - 10%,37 - 49%,f 0,f 0,f 0
41,1.0, 3.0 ,3,10,0,5,0,4,7.0,1.0,1.0,1.0,4.0,5.0,2.0,4.0,4.0,3.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,4.0,0.0,5.0,4.0,7.0,2.0,0.0,8.0,1.0,3.0,2.0,4.0,1.0,0.0,4.0,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mixed rurals,40-50 years,Farmers,0%,50 - 62%,0%,37 - 49%,f 0,f 0,f 0
23,1.0,1.0,2,5,0,6,1,2,1.0,2.0, 6.0 ,5.0,3.0,1.0,2.0,6.0,2.0,1.0,0.0,0.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,0.0,9.0,0.0,5.0,1.0,3.0,5.0,4.0,4.0,3.0,3.0,,0.0,3.0,3.0,2,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,2.0,0.0,0.0,0.0, 0.0 , 0.0 ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,Young and rising,30-40 years,Living well,0%,63 - 75%,1 - 10%,11 - 23%,f 50 – 99,f 0,f 0
33,1.0,2.0,3,8,0,7,0,2,7.0,2.0,0.0,0.0,5.0,4.0,0.0,3.0,6.0,2.0, 0.0 ,0.0,2.0,5.0,2.0,2.0,1.0,2.0,5.0,2.0,0.0,9.0,4.0,4.0,2.0,6.0,3.0,774.0,5.0,3.0,0.0,0.0,3.0,3.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,484.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,Lower class large families,40-50 years,Family with grown ups,0%,76 - 88%,0%,11 - 23%,f 50 – 99,f 0,f 0
38,1.0,2.0,3,9,0,6,0,3,7.0,0.0,2.0,0.0,6.0,3.0,2.0,6.0,2.0,2.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,4.0,2.0,0.0,576.0,3.0,7.0,2.0,0.0,4.0,5.0,0.0,1.0,6.0,2.0,0.0,5.0,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Traditional families,40-50 years,Conservative families,0%,63 - 75%,0%,24 - 36%,f 0,f 0,f 0
22,2.0,3.0,3,5,0,5,0,4,7.0, 0.0 , 2.0 ,0.0,2.0, 7.0 ,2.0,1.0,7.0,0.0,2.0,0.0,1.0,1.0,5.0,2.0, 0.0 ,0.0,7.0,0.0,4.0,5.0,6.0,1.0,2.0,7.0,2.0,0.0,6.0,3.0,0.0,0.0,4.0,2.0,2,0,0,6.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,304.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0, 0.0 , 0.0 , 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mixed apartment dwellers,40-50 years,Living well,0%,50 - 62%,0%,37 - 49%,f 50 – 99,f 0,f 0
471,1.0,4.0,2,3,2,4,0,3,,0.0,2.0,1.0,3.0,6.0,5.0,4.0,1.0,6.0,0.0,0.0, 3.0 ,0.0,1.0,5.0,2.0,1.0,2.0,0.0,4.0,5.0,7.0,1.0,2.0,5.0,4.0,2.0, 2.0 ,6.0,0.0,0.0,4.0,6.0,2,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,251.0,0.0,0.0,0.0,,30-40 years,Average Family,11 - 23%,37 - 49%,0%,24 - 36%,f 50 – 99,f 0,f 0
31,1.0,2.0,4,7,0,2,0,7,9.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,9.0,, 0.0 ,0.0,2.0, 4.0 ,4.0,0.0, 0.0 ,0.0,7.0,2.0,9.0,0.0,818.0,2.0,0.0,9.0,0.0,5.0,4.0,0.0, 0.0 ,0.0,3.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low income catholics,50-60 years,Retired and Religeous,0%,11 - 23%,0%,76 - 88%,f 0,f 0,f 0
33,1.0,4.0,3,8,0,6,0,3,9.0,0.0, 0.0 ,0.0,3.0,6.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,3.0,6.0,0.0,,0.0,7.0,2.0,0.0,9.0,0.0,3.0,5.0,2.0,0.0,0.0,3.0,3.0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lower class large families,40-50 years,Family with grown ups,0%,63 - 75%,0%,24 - 36%,f 0,f 0,f 0
33,2.0,3.0,3,8,0,4,2,3,7.0,0.0,2.0,0.0,2.0,7.0,0.0,2.0,7.0,0.0,0.0,2.0,4.0, 0.0 ,3.0,0.0,0.0,5.0, 4.0 ,0.0,0.0,9.0,7.0,0.0,2.0,9.0, 0.0 ,3.0,6.0,0.0,0.0,0.0,389.0, 3.0 ,2,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,827.0,0.0,0.0,0.0,0.0,Lower class large families,40-50 years,Family with grown ups,0%,37 - 49%,11 - 23%,24 - 36%,f 50 – 99,f 0,f 0
13,1.0,3.0,2,3,1,7,0,2,7.0,0.0,2.0,1.0,3.0,6.0,3.0,5.0,1.0,6.0,0.0,0.0,2.0,0.0,1.0,6.0,1.0,3.0,1.0,0.0,4.0,5.0,7.0,2.0,1.0,5.0,4.0,1.0,1.0,8.0,0.0,0.0,5.0,,2,0,0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,4.0,0.0,0.0,0.0,0.0, 0.0 ,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,Young all american family,30-40 years,Average Family,1 - 10%,76 - 88%,0%,11 - 23%,f 50 – 99,f 0,f 0
34,2.0,3.0,2,8,0,7,0,2,7.0,2.0,0.0,0.0,4.0,5.0,0.0,2.0,7.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,4.0,5.0,0.0,2.0,7.0,5.0,4.0,0.0,691.0, 0.0 ,0.0,5.0,4.0, 0.0 ,0.0,4.0,6.0,0,0,0,0.0,0.0,0.0,0.0,155.0, 0.0 ,0.0,0.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0, 0.0 ,0.0, 0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,"Large family, employed child",30-40 years,Family with grown ups,0%,76 - 88%,0%,11 - 23%,f 0,f 0,f 0
13,2.0,4.0,3,3,0,4,2,4,8.0,1.0,1.0,1.0,3.0,6.0,1.0,7.0,2.0,4.0,0.0,,3.0,3.0,0.0,1.0,3.0,3.0,3.0,0.0,1.0,8.0,8.0,0.0,1.0,4.0,5.0,0.0,5.0,4.0,0.0,0.0,4.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Young all american family,40-50 years,Average Family,0%,37 - 49%,11 - 23%,37 - 49%,f 0,f 0,f 0
33,1.0, 3.0 ,3,8,0,6,1,2,6.0,0.0,3.0,2.0,3.0,5.0,1.0,2.0,6.0,,0.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,5.0,2.0,2.0,7.0,7.0,0.0,2.0,7.0,2.0,0.0,4.0,5.0,0.0,0.0,4.0,3.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0, 0.0 ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,Lower class large families,40-50 years,Family with grown ups,0%,63 - 75%,1 - 10%,11 - 23%,f 50 – 99,f 0,f 0
37,1.0,3.0,3,8,0,5,0,4,7.0,2.0,0.0,0.0,3.0,6.0,3.0,5.0, 2.0 ,1.0,0.0,0.0,,2.0,2.0,1.0,3.0,3.0, 2.0 ,1.0,8.0,1.0,9.0,0.0,0.0,5.0,4.0,2.0,3.0,3.0,2.0,0.0,5.0,4.0,0,0,0, 6.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mixed small town dwellers,40-50 years,Family with grown ups,0%,50 - 62%,0%,37 - 49%,f 0,f 0,f 0
40,1.0,3.0,3,10,0,593,0,6,9.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,7.0,2.0,0.0, 5.0 ,0.0,2.0,0.0,2.0,1.0,5.0,3.0,0.0,2.0,7.0,7.0,2.0,0.0,7.0,2.0,4.0,2.0,4.0,0.0,0.0,3.0,3.0,2,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0, 0.0 ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,Large family farms,40-50 years,Farmers,0%,,0%,63 - 75%,f 50 – 99,f 0,f 0
31,1.0,4.0,2,7,0,9,0,0,5.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0, 2.0 ,0.0,3.0,,0.0,4.0,0.0,5.0,0.0,9.0,0.0,3.0,2.0,4.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0, 0.0 ,0.0, 0.0 ,0.0,0.0,0.0,, 0.0 ,Low income catholics,30-40 years,Retired and Religeous,0%,100%,0%,0%,f 0,f 0,f 0
33,2.0,2.0,3,8,0,7,,2,5.0,1.0,4.0,4.0,1.0,5.0,0.0,2.0,7.0,,0.0, 1.0 ,2.0,6.0,1.0,0.0,2.0,1.0, 7.0 ,1.0,8.0,1.0,,1.0,4.0,8.0,1.0,5.0,3.0,2.0,0.0,0.0,3.0,3.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Lower class large families,40-50 years,Family with grown ups,0%,76 - 88%,,11 - 23%,f 50 – 99,f 0,f 0
24,2.0,2.0,2,5,1,3,2,4,2.0,4.0,3.0, 3.0 ,3.0,3.0,2.0,5.0,3.0,2.0,0.0,0.0,,,0.0,2.0,1.0,4.0,4.0,0.0,5.0, 4.0 ,7.0,0.0,2.0,9.0, 0.0 ,5.0,3.0,2.0,0.0,0.0,3.0,,2,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 3.0 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Young, low educated",30-40 years,Living well,1 - 10%,24 - 36%,11 - 23%,37 - 49%,f 50 – 99,f 0,f 0
23,1.0,2.0,2,5,2,4,2,4,7.0,1.0, 2.0 , 6.0 ,0.0,3.0,1.0,8.0,0.0,3.0,0.0,0.0,61.0, 1.0 ,5.0,0.0,3.0,6.0, 1.0 ,0.0,6.0,3.0,7.0,1.0,2.0,6.0,3.0,4.0,4.0,2.0,0.0, 0.0 ,3.0,3.0,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0, 0.0 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0, 0.0 ,0.0,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Young and rising,30-40 years,Living well,11 - 23%,37 - 49%,11 - 23%,37 - 49%,f 0,f 0,f 0
33,1.0,4.0,3,8,1,4,1,5,8.0,1.0,1.0,1.0,2.0,7.0,,2.0,6.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,5.0,1.0,4.0,5.0,5.0,4.0,1.0,7.0,2.0,4.0,2.0,4.0,0.0,1.0,error,3.0,0,0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 0.0 ,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Lower class large families,40-50 years,Family with grown ups,1 - 10%,37 - 49%,1 - 10%,50 - 62%,f 0,f 0,
